╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 100.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: VESSEL (BARRIER ABLATION, k_E=100.0) | E=400000 Pa | ν=0.49
  Mesh: 25x8x8 | Device: cuda | Epochs: 2500
  Expected tip δ: 9.6567 mm | Scale: 9.66e-03
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 161,731
  ⚡ F-bar enabled (ν≥0.45)

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
    900 | -5.917245e-02 |  0.9671 |       0 |     1.6273 |  7.89e-04
    925 | -5.922233e-02 |  0.9639 |       0 |     1.9544 |  7.49e-04
    950 | -5.927604e-02 |  0.9612 |       0 |     2.3235 |  7.07e-04
    975 | -5.933308e-02 |  0.9581 |       0 |     2.7402 |  6.63e-04
   1000 | -5.936695e-02 |  0.9562 |       0 |     3.0541 |  6.18e-04
   1025 | -5.942485e-02 |  0.9514 |       0 |     3.4715 |  5.72e-04
   1050 | -5.939023e-02 |  0.9506 |       0 |     3.7349 |  5.25e-04
   1075 | -5.951900e-02 |  0.9470 |       0 |     4.0592 |  4.78e-04
   1100 | -5.956922e-02 |  0.9405 |       0 |     4.5265 |  4.32e-04
   1125 | -5.961559e-02 |  0.9395 |       0 |     4.9889 |  3.87e-04
   1150 | -5.966506e-02 |  0.9369 |       0 |     5.1523 |  3.43e-04
   1175 | -5.971397e-02 |  0.9318 |       0 |     5.5717 |  3.01e-04
   1200 | -5.975907e-02 |  0.9284 |       0 |     5.9764 |  2.61e-04
   1225 | -5.980090e-02 |  0.9252 |       0 |     6.3469 |  2.24e-04
   1250 | -5.983857e-02 |  0.9229 |       0 |     6.6877 |  1.89e-04
   1275 | -5.987193e-02 |  0.9210 |       0 |     6.9946 |  1.58e-04
   1300 | -5.990095e-02 |  0.9197 |       0 |     7.2643 |  1.30e-04
   1325 | -5.992592e-02 |  0.9186 |       0 |     7.4969 |  1.06e-04
   1350 | -5.994729e-02 |  0.9178 |       0 |     7.6947 |  8.62e-05
   1375 | -5.996553e-02 |  0.9173 |       0 |     7.8622 |  7.05e-05
   1400 | -5.998110e-02 |  0.9168 |       0 |     8.0055 |  5.91e-05
   1425 | -5.999462e-02 |  0.9165 |       0 |     8.1324 |  5.23e-05
   1450 | -6.000701e-02 |  0.9163 |       0 |     8.2519 |  1.00e-03
   1475 | -5.727649e-02 |  0.9608 |       0 |     0.4879 |  9.99e-04
   1500 | -5.864948e-02 |  1.0041 |       0 |     0.2083 |  9.98e-04
   1525 | -5.873771e-02 |  1.0029 |       0 |     0.2618 |  9.95e-04
   1550 | -5.882141e-02 |  0.9997 |       0 |     0.2658 |  9.91e-04
   1575 | -5.889017e-02 |  1.0023 |       0 |     0.2495 |  9.86e-04
   1600 | -5.892684e-02 |  0.9989 |       0 |     0.2699 |  9.80e-04
   1625 | -5.894714e-02 |  0.9959 |       0 |     0.3314 |  9.72e-04
   1650 | -5.896626e-02 |  0.9935 |       0 |     0.4209 |  9.64e-04
   1675 | -5.898764e-02 |  0.9909 |       0 |     0.5301 |  9.54e-04
   1700 | -5.901271e-02 |  0.9878 |       0 |     0.6635 |  9.44e-04
   1725 | -5.904314e-02 |  0.9838 |       0 |     0.8301 |  9.32e-04
   1750 | -5.908069e-02 |  0.9786 |       0 |     1.0398 |  9.20e-04
   1775 | -5.912597e-02 |  0.9722 |       0 |     1.3024 |  9.07e-04
   1800 | -5.917775e-02 |  0.9651 |       0 |     1.6234 |  8.92e-04
   1825 | -5.923121e-02 |  0.9579 |       0 |     2.0055 |  8.77e-04
   1850 | -5.875333e-02 |  0.9407 |       0 |     2.4150 |  8.61e-04
   1875 | -5.928202e-02 |  0.9555 |       0 |     2.5117 |  8.44e-04
   1900 | -5.936317e-02 |  0.9498 |       0 |     2.9398 |  8.26e-04
   1925 | -5.905505e-02 |  0.9434 |       0 |     2.9998 |  8.08e-04
   1950 | -5.938463e-02 |  0.9525 |       0 |     3.1083 |  7.89e-04
   1975 | -5.945808e-02 |  0.9439 |       0 |     3.6235 |  7.69e-04
   2000 | -5.952096e-02 |  0.9377 |       0 |     4.1962 |  7.49e-04
   2025 | -5.911280e-02 |  0.9584 |       0 |     3.3719 |  7.28e-04
   2050 | -5.944932e-02 |  0.9459 |       0 |     3.4840 |  7.07e-04
   2075 | -5.952217e-02 |  0.9406 |       0 |     3.9779 |  6.85e-04
   2100 | -5.958237e-02 |  0.9346 |       0 |     4.5080 |  6.63e-04
   2125 | -5.963926e-02 |  0.9275 |       0 |     5.0228 |  6.40e-04
   2150 | -5.964810e-02 |  0.9212 |       0 |     5.5072 |  6.18e-04
   2175 | -5.974297e-02 |  0.9211 |       0 |     5.9623 |  5.95e-04
   2200 | -5.868356e-02 |  0.9231 |       0 |     6.1139 |  5.72e-04
   2225 | -5.966853e-02 |  0.9261 |       0 |     5.6195 |  5.48e-04
   2250 | -5.979429e-02 |  0.9190 |       0 |     6.2006 |  5.25e-04
   2275 | -5.984290e-02 |  0.9135 |       0 |     6.7313 |  5.02e-04
   2300 | -5.988481e-02 |  0.9110 |       0 |     7.1601 |  4.78e-04
   2325 | -5.992501e-02 |  0.9088 |       0 |     7.5715 |  4.55e-04
   2350 | -5.994615e-02 |  0.9083 |       0 |     7.9775 |  4.32e-04
   2375 | -5.999865e-02 |  0.9078 |       0 |     8.3698 |  4.10e-04
   2400 | -5.999764e-02 |  0.9039 |       0 |     8.7917 |  3.87e-04
   2425 | -6.000477e-02 |  0.9082 |       0 |     8.4514 |  3.65e-04
   2450 | -6.006768e-02 |  0.9041 |       0 |     8.9216 |  3.43e-04
   2475 | -6.010167e-02 |  0.9016 |       0 |     9.3362 |  3.22e-04
   2500 | -6.008954e-02 |  0.8982 |       0 |     9.6812 |  3.01e-04

  ======================================================================
  ✅ VESSEL (barrier_coef=100.0) COMPLETE
  Best loss: -6.012957e-02 (epoch 2496)
  Tip: 9.6398 mm (expected: 9.6567 mm)  Err: 0.18%
  n_inverted: final=0, max_during_training=0
  Training time: 104.9s (1.7min)
  ======================================================================

