╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 0.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: VESSEL (BARRIER ABLATION, k_E=0.0) | E=400000 Pa | ν=0.49
  Mesh: 25x8x8 | Device: cuda | Epochs: 2500
  Expected tip δ: 9.6567 mm | Scale: 9.66e-03
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 161,731
  ⚡ F-bar enabled (ν≥0.45)

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
    925 | -5.954834e-02 |  0.9469 |       0 |     3.9539 |  7.49e-04
    950 | -5.933594e-02 |  0.9527 |       0 |     4.3261 |  7.07e-04
    975 | -5.956607e-02 |  0.9514 |       0 |     4.1088 |  6.63e-04
   1000 | -5.963169e-02 |  0.9469 |       0 |     4.5253 |  6.18e-04
   1025 | -5.969023e-02 |  0.9435 |       0 |     4.9789 |  5.72e-04
   1050 | -5.974135e-02 |  0.9399 |       0 |     5.4388 |  5.25e-04
   1075 | -5.979002e-02 |  0.9363 |       0 |     5.8819 |  4.78e-04
   1100 | -5.983650e-02 |  0.9325 |       0 |     6.3147 |  4.32e-04
   1125 | -5.963521e-02 |  0.9319 |       0 |     6.4458 |  3.87e-04
   1150 | -5.987803e-02 |  0.9306 |       0 |     6.6617 |  3.43e-04
   1175 | -5.991089e-02 |  0.9270 |       0 |     6.9919 |  3.01e-04
   1200 | -5.994228e-02 |  0.9243 |       0 |     7.2843 |  2.61e-04
   1225 | -5.996994e-02 |  0.9223 |       0 |     7.5491 |  2.24e-04
   1250 | -5.999458e-02 |  0.9204 |       0 |     7.7857 |  1.89e-04
   1275 | -6.001618e-02 |  0.9188 |       0 |     7.9944 |  1.58e-04
   1300 | -6.003477e-02 |  0.9173 |       0 |     8.1751 |  1.30e-04
   1325 | -6.005047e-02 |  0.9160 |       0 |     8.3293 |  1.06e-04
   1350 | -6.006359e-02 |  0.9150 |       0 |     8.4591 |  8.62e-05
   1375 | -6.007450e-02 |  0.9141 |       0 |     8.5679 |  7.05e-05
   1400 | -6.008371e-02 |  0.9134 |       0 |     8.6601 |  5.91e-05
   1425 | -6.009174e-02 |  0.9128 |       0 |     8.7411 |  5.23e-05
   1450 | -6.009922e-02 |  0.9122 |       0 |     8.8169 |  1.00e-03
   1475 | -5.836996e-02 |  1.0071 |       0 |    -0.0042 |  9.99e-04
   1500 | -5.886418e-02 |  1.0001 |       0 |     0.3691 |  9.98e-04
   1525 | -5.893816e-02 |  0.9997 |       0 |     0.3409 |  9.95e-04
   1550 | -5.895872e-02 |  0.9976 |       0 |     0.4485 |  9.91e-04
   1575 | -5.898018e-02 |  0.9962 |       0 |     0.5657 |  9.86e-04
   1600 | -5.900539e-02 |  0.9942 |       0 |     0.7040 |  9.80e-04
   1625 | -5.903667e-02 |  0.9914 |       0 |     0.8801 |  9.72e-04
   1650 | -5.907569e-02 |  0.9877 |       0 |     1.1057 |  9.64e-04
   1675 | -5.912121e-02 |  0.9826 |       0 |     1.3905 |  9.54e-04
   1700 | -5.916989e-02 |  0.9765 |       0 |     1.7270 |  9.44e-04
   1725 | -5.922473e-02 |  0.9706 |       0 |     2.1111 |  9.32e-04
   1750 | -5.929042e-02 |  0.9647 |       0 |     2.5824 |  9.20e-04
   1775 | -5.936265e-02 |  0.9560 |       0 |     3.1571 |  9.07e-04
   1800 | -5.923899e-02 |  0.9599 |       0 |     2.8424 |  8.92e-04
   1825 | -5.939495e-02 |  0.9556 |       0 |     3.2376 |  8.77e-04
   1850 | -5.947553e-02 |  0.9482 |       0 |     3.8444 |  8.61e-04
   1875 | -5.955951e-02 |  0.9428 |       0 |     4.4725 |  8.44e-04
   1900 | -5.867096e-02 |  0.9332 |       0 |     5.2066 |  8.26e-04
   1925 | -5.949529e-02 |  0.9572 |       0 |     3.9136 |  8.08e-04
   1950 | -5.959671e-02 |  0.9512 |       0 |     4.5309 |  7.89e-04
   1975 | -5.969157e-02 |  0.9383 |       0 |     5.2483 |  7.69e-04
   2000 | -5.976649e-02 |  0.9328 |       0 |     5.9074 |  7.49e-04
   2025 | -5.984109e-02 |  0.9297 |       0 |     6.5964 |  7.28e-04
   2050 | -5.981040e-02 |  0.9405 |       0 |     6.9996 |  7.07e-04
   2075 | -5.981313e-02 |  0.9378 |       0 |     6.7434 |  6.85e-04
   2100 | -5.993919e-02 |  0.9251 |       0 |     7.4829 |  6.63e-04
   2125 | -5.987883e-02 |  0.9259 |       0 |     8.1733 |  6.40e-04
   2150 | -5.986962e-02 |  0.9337 |       0 |     7.8283 |  6.18e-04
   2175 | -6.004545e-02 |  0.9239 |       0 |     8.5232 |  5.95e-04
   2200 | -6.009623e-02 |  0.9227 |       0 |     9.2175 |  5.72e-04
   2225 | -6.005147e-02 |  0.9271 |       0 |     8.9278 |  5.48e-04
   2250 | -6.016350e-02 |  0.9236 |       0 |     9.6009 |  5.25e-04
   2275 | -6.017836e-02 |  0.9211 |       0 |    10.2479 |  5.02e-04
   2300 | -6.018815e-02 |  0.9172 |       0 |    10.8392 |  4.78e-04
   2325 | -6.023872e-02 |  0.9220 |       0 |    10.7215 |  4.55e-04
   2350 | -6.032109e-02 |  0.9189 |       0 |    11.4062 |  4.32e-04
   2375 | -5.959187e-02 |  0.9202 |       0 |    11.9003 |  4.10e-04
   2400 | -6.033868e-02 |  0.9192 |       0 |    12.0226 |  3.87e-04
   2425 | -6.043742e-02 |  0.9156 |       0 |    12.6313 |  3.65e-04
   2450 | -6.047721e-02 |  0.9117 |       0 |    13.1467 |  3.43e-04
   2475 | -6.039544e-02 |  0.9123 |       0 |    13.4589 |  3.22e-04
   2500 | -6.050480e-02 |  0.9104 |       0 |    13.7007 |  3.01e-04

  ======================================================================
  ✅ VESSEL (barrier_coef=0.0) COMPLETE
  Best loss: -6.052612e-02 (epoch 2497)
  Tip: 13.6537 mm (expected: 9.6567 mm)  Err: 41.39%
  n_inverted: final=0, max_during_training=0
  Training time: 100.7s (1.7min)
  ======================================================================

