╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 100.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: VESSEL (BARRIER ABLATION, k_E=100.0) | E=400000 Pa | ν=0.49
  Mesh: 25x8x8 | Device: cuda | Epochs: 2500
  Expected tip δ: 9.6567 mm | Scale: 9.66e-03
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 161,731
  ⚡ F-bar enabled (ν≥0.45)

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
    400 | -5.914438e-02 |  0.9762 |       0 |     1.3268 |  7.07e-04
    425 | -5.921823e-02 |  0.9697 |       0 |     1.8018 |  6.18e-04
    450 | -5.929019e-02 |  0.9659 |       0 |     2.2831 |  5.25e-04
    475 | -5.927655e-02 |  0.9667 |       0 |     2.3955 |  4.32e-04
    500 | -5.936054e-02 |  0.9645 |       0 |     2.6871 |  3.43e-04
    525 | -5.940661e-02 |  0.9624 |       0 |     3.0178 |  2.61e-04
    550 | -5.944404e-02 |  0.9608 |       0 |     3.2900 |  1.89e-04
    575 | -5.947337e-02 |  0.9587 |       0 |     3.4995 |  1.30e-04
    600 | -5.949422e-02 |  0.9572 |       0 |     3.6522 |  8.62e-05
    625 | -5.950869e-02 |  0.9559 |       0 |     3.7596 |  5.91e-05
    650 | -5.951976e-02 |  0.9548 |       0 |     3.8424 |  1.00e-03
    675 | -5.849706e-02 |  0.9755 |       0 |     0.1601 |  9.98e-04
    700 | -5.882114e-02 |  0.9964 |       0 |     0.1379 |  9.91e-04
    725 | -5.891110e-02 |  0.9988 |       0 |     0.2290 |  9.80e-04
    750 | -5.893804e-02 |  0.9970 |       0 |     0.3097 |  9.64e-04
    775 | -5.896321e-02 |  0.9943 |       0 |     0.4346 |  9.44e-04
    800 | -5.899230e-02 |  0.9908 |       0 |     0.5911 |  9.20e-04
    825 | -5.902958e-02 |  0.9861 |       0 |     0.8074 |  8.92e-04
    850 | -5.908045e-02 |  0.9793 |       0 |     1.1181 |  8.61e-04
    875 | -5.914975e-02 |  0.9695 |       0 |     1.5709 |  8.26e-04
    900 | -5.923371e-02 |  0.9582 |       0 |     2.1937 |  7.89e-04
    925 | -5.905694e-02 |  0.9524 |       0 |     2.2350 |  7.49e-04
    950 | -5.916516e-02 |  0.9701 |       0 |     1.7843 |  7.07e-04
    975 | -5.924880e-02 |  0.9595 |       0 |     2.1622 |  6.63e-04
   1000 | -5.930778e-02 |  0.9537 |       0 |     2.6428 |  6.18e-04
   1025 | -5.935967e-02 |  0.9494 |       0 |     3.1032 |  5.72e-04
   1050 | -5.940811e-02 |  0.9477 |       0 |     3.5328 |  5.25e-04
   1075 | -5.945429e-02 |  0.9461 |       0 |     3.9432 |  4.78e-04
   1100 | -5.950235e-02 |  0.9452 |       0 |     4.3498 |  4.32e-04
   1125 | -5.955819e-02 |  0.9412 |       0 |     4.7635 |  3.87e-04
   1150 | -5.959980e-02 |  0.9380 |       0 |     5.1758 |  3.43e-04
   1175 | -5.964668e-02 |  0.9369 |       0 |     5.4824 |  3.01e-04
   1200 | -5.968975e-02 |  0.9330 |       0 |     5.8518 |  2.61e-04
   1225 | -5.972968e-02 |  0.9312 |       0 |     6.2100 |  2.24e-04
   1250 | -5.976321e-02 |  0.9290 |       0 |     6.5293 |  1.89e-04
   1275 | -5.979615e-02 |  0.9287 |       0 |     6.8110 |  1.58e-04
   1300 | -5.982286e-02 |  0.9278 |       0 |     7.0601 |  1.30e-04
   1325 | -5.984574e-02 |  0.9271 |       0 |     7.2752 |  1.06e-04
   1350 | -5.986506e-02 |  0.9264 |       0 |     7.4592 |  8.62e-05
   1375 | -5.988139e-02 |  0.9259 |       0 |     7.6152 |  7.05e-05
   1400 | -5.989532e-02 |  0.9254 |       0 |     7.7490 |  5.91e-05
   1425 | -5.990764e-02 |  0.9250 |       0 |     7.8676 |  5.23e-05
   1450 | -5.991922e-02 |  0.9247 |       0 |     7.9795 |  1.00e-03
   1475 | -5.824954e-02 |  0.9866 |       0 |     0.1839 |  9.99e-04
   1500 | -5.867868e-02 |  0.9991 |       0 |     0.1870 |  9.98e-04
   1525 | -5.875172e-02 |  1.0002 |       0 |     0.1698 |  9.95e-04
   1550 | -5.880532e-02 |  0.9984 |       0 |     0.1420 |  9.91e-04
   1575 | -5.884659e-02 |  0.9984 |       0 |     0.1278 |  9.86e-04
   1600 | -5.887515e-02 |  0.9989 |       0 |     0.1339 |  9.80e-04
   1625 | -5.889590e-02 |  0.9997 |       0 |     0.1607 |  9.72e-04
   1650 | -5.891328e-02 |  0.9992 |       0 |     0.2048 |  9.64e-04
   1675 | -5.892970e-02 |  0.9971 |       0 |     0.2630 |  9.54e-04
   1700 | -5.894675e-02 |  0.9949 |       0 |     0.3353 |  9.44e-04
   1725 | -5.896565e-02 |  0.9924 |       0 |     0.4247 |  9.32e-04
   1750 | -5.898785e-02 |  0.9895 |       0 |     0.5377 |  9.20e-04
   1775 | -5.901493e-02 |  0.9860 |       0 |     0.6852 |  9.07e-04
   1800 | -5.904887e-02 |  0.9815 |       0 |     0.8824 |  8.92e-04
   1825 | -5.909176e-02 |  0.9756 |       0 |     1.1485 |  8.77e-04
   1850 | -5.914495e-02 |  0.9679 |       0 |     1.5077 |  8.61e-04
   1875 | -5.920631e-02 |  0.9587 |       0 |     1.9832 |  8.44e-04
   1900 | -5.895718e-02 |  0.9709 |       0 |     2.0539 |  8.26e-04
   1925 | -5.923092e-02 |  0.9586 |       0 |     2.1394 |  8.08e-04
   1950 | -5.928957e-02 |  0.9529 |       0 |     2.5987 |  7.89e-04
   1975 | -5.934620e-02 |  0.9473 |       0 |     3.1042 |  7.69e-04
   2000 | -5.931481e-02 |  0.9542 |       0 |     2.9304 |  7.49e-04
   2025 | -5.929286e-02 |  0.9640 |       0 |     2.5665 |  7.28e-04
   2050 | -5.935960e-02 |  0.9545 |       0 |     3.0295 |  7.07e-04
   2075 | -5.941279e-02 |  0.9500 |       0 |     3.5184 |  6.85e-04
   2100 | -5.946047e-02 |  0.9463 |       0 |     3.9710 |  6.63e-04
   2125 | -5.951029e-02 |  0.9432 |       0 |     4.4301 |  6.40e-04
   2150 | -5.956173e-02 |  0.9379 |       0 |     4.9167 |  6.18e-04
   2175 | -5.932584e-02 |  0.9452 |       0 |     3.6191 |  5.95e-04
   2200 | -5.948592e-02 |  0.9563 |       0 |     3.9043 |  5.72e-04
   2225 | -5.955296e-02 |  0.9457 |       0 |     4.4776 |  5.48e-04
   2250 | -5.960082e-02 |  0.9411 |       0 |     4.9467 |  5.25e-04
   2275 | -5.964588e-02 |  0.9372 |       0 |     5.3851 |  5.02e-04
   2300 | -5.969122e-02 |  0.9338 |       0 |     5.8194 |  4.78e-04
   2325 | -5.973868e-02 |  0.9310 |       0 |     6.2554 |  4.55e-04
   2350 | -5.978219e-02 |  0.9309 |       0 |     6.6950 |  4.32e-04
   2375 | -5.983422e-02 |  0.9262 |       0 |     7.1554 |  4.10e-04
   2400 | -5.978075e-02 |  0.9306 |       0 |     7.4297 |  3.87e-04
   2425 | -5.982928e-02 |  0.9314 |       0 |     7.0625 |  3.65e-04
   2450 | -5.990190e-02 |  0.9234 |       0 |     7.5950 |  3.43e-04
   2475 | -5.994132e-02 |  0.9200 |       0 |     8.0209 |  3.22e-04
   2500 | -5.997868e-02 |  0.9173 |       0 |     8.4131 |  3.01e-04

  ======================================================================
  ✅ VESSEL (barrier_coef=100.0) COMPLETE
  Best loss: -5.997868e-02 (epoch 2500)
  Tip: 8.4285 mm (expected: 9.6567 mm)  Err: 12.72%
  n_inverted: final=0, max_during_training=0
  Training time: 95.7s (1.6min)
  ======================================================================

