╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 100.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: VESSEL (BARRIER ABLATION, k_E=100.0) | E=400000 Pa | ν=0.49
  Mesh: 25x8x8 | Device: cuda | Epochs: 2500
  Expected tip δ: 9.6567 mm | Scale: 9.66e-03
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 161,731
  ⚡ F-bar enabled (ν≥0.45)

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
    925 | -5.946584e-02 |  0.9628 |       0 |     3.3098 |  7.49e-04
    950 | -5.952731e-02 |  0.9561 |       0 |     3.7171 |  7.07e-04
    975 | -5.958583e-02 |  0.9531 |       0 |     4.1279 |  6.63e-04
   1000 | -5.964263e-02 |  0.9487 |       0 |     4.5659 |  6.18e-04
   1025 | -5.969558e-02 |  0.9450 |       0 |     5.0110 |  5.72e-04
   1050 | -5.974571e-02 |  0.9416 |       0 |     5.4491 |  5.25e-04
   1075 | -5.979427e-02 |  0.9378 |       0 |     5.8811 |  4.78e-04
   1100 | -5.984183e-02 |  0.9340 |       0 |     6.3069 |  4.32e-04
   1125 | -5.988824e-02 |  0.9300 |       0 |     6.7243 |  3.87e-04
   1150 | -5.948864e-02 |  0.9290 |       0 |     7.1136 |  3.43e-04
   1175 | -5.994451e-02 |  0.9265 |       0 |     7.3397 |  3.01e-04
   1200 | -5.998788e-02 |  0.9224 |       0 |     7.6699 |  2.61e-04
   1225 | -6.001841e-02 |  0.9199 |       0 |     7.9702 |  2.24e-04
   1250 | -6.004557e-02 |  0.9179 |       0 |     8.2436 |  1.89e-04
   1275 | -6.006939e-02 |  0.9161 |       0 |     8.4861 |  1.58e-04
   1300 | -6.008997e-02 |  0.9146 |       0 |     8.6976 |  1.30e-04
   1325 | -6.010747e-02 |  0.9133 |       0 |     8.8788 |  1.06e-04
   1350 | -6.012219e-02 |  0.9123 |       0 |     9.0322 |  8.62e-05
   1375 | -6.013451e-02 |  0.9114 |       0 |     9.1616 |  7.05e-05
   1400 | -6.014498e-02 |  0.9107 |       0 |     9.2720 |  5.91e-05
   1425 | -6.015420e-02 |  0.9101 |       0 |     9.3694 |  5.23e-05
   1450 | -6.016280e-02 |  0.9095 |       0 |     9.4609 |  1.00e-03
   1475 | -5.833392e-02 |  0.9655 |       0 |     0.3619 |  9.99e-04
   1500 | -5.889510e-02 |  1.0111 |       0 |     0.4195 |  9.98e-04
   1525 | -5.894976e-02 |  0.9973 |       0 |     0.4876 |  9.95e-04
   1550 | -5.897886e-02 |  0.9941 |       0 |     0.5822 |  9.91e-04
   1575 | -5.900802e-02 |  0.9912 |       0 |     0.7279 |  9.86e-04
   1600 | -5.904157e-02 |  0.9871 |       0 |     0.9078 |  9.80e-04
   1625 | -5.908218e-02 |  0.9819 |       0 |     1.1396 |  9.72e-04
   1650 | -5.913210e-02 |  0.9754 |       0 |     1.4470 |  9.64e-04
   1675 | -5.919615e-02 |  0.9672 |       0 |     1.8523 |  9.54e-04
   1700 | -5.928102e-02 |  0.9591 |       0 |     2.3848 |  9.44e-04
   1725 | -5.928665e-02 |  0.9507 |       0 |     3.1084 |  9.32e-04
   1750 | -5.938942e-02 |  0.9469 |       0 |     3.2754 |  9.20e-04
   1775 | -5.950645e-02 |  0.9424 |       0 |     4.1101 |  9.07e-04
   1800 | -5.934725e-02 |  0.9501 |       0 |     3.2819 |  8.92e-04
   1825 | -5.948755e-02 |  0.9507 |       0 |     3.6224 |  8.77e-04
   1850 | -5.960316e-02 |  0.9477 |       0 |     4.4910 |  8.61e-04
   1875 | -5.968505e-02 |  0.9467 |       0 |     5.1295 |  8.44e-04
   1900 | -5.975924e-02 |  0.9429 |       0 |     5.7791 |  8.26e-04
   1925 | -5.934881e-02 |  0.9636 |       0 |     4.4537 |  8.08e-04
   1950 | -5.960625e-02 |  0.9493 |       0 |     4.6840 |  7.89e-04
   1975 | -5.973499e-02 |  0.9440 |       0 |     5.5760 |  7.69e-04
   2000 | -5.981099e-02 |  0.9416 |       0 |     6.2359 |  7.49e-04
   2025 | -5.987738e-02 |  0.9362 |       0 |     6.8179 |  7.28e-04
   2050 | -5.994111e-02 |  0.9314 |       0 |     7.4443 |  7.07e-04
   2075 | -5.989739e-02 |  0.9395 |       0 |     7.0442 |  6.85e-04
   2100 | -5.996968e-02 |  0.9297 |       0 |     7.7156 |  6.63e-04
   2125 | -6.002187e-02 |  0.9244 |       0 |     8.3577 |  6.40e-04
   2150 | -5.981094e-02 |  0.9350 |       0 |     7.8305 |  6.18e-04
   2175 | -6.007127e-02 |  0.9219 |       0 |     8.6059 |  5.95e-04
   2200 | -6.012903e-02 |  0.9167 |       0 |     9.2219 |  5.72e-04
   2225 | -5.954093e-02 |  0.9119 |       0 |     9.8047 |  5.48e-04
   2250 | -6.013912e-02 |  0.9166 |       0 |     9.4239 |  5.25e-04
   2275 | -6.022193e-02 |  0.9089 |       0 |    10.2364 |  5.02e-04
   2300 | -6.027474e-02 |  0.9072 |       0 |    10.7691 |  4.78e-04
   2325 | -6.012371e-02 |  0.9117 |       0 |    10.6883 |  4.55e-04
   2350 | -6.029107e-02 |  0.9055 |       0 |    11.1696 |  4.32e-04
   2375 | -6.036635e-02 |  0.9018 |       0 |    11.7506 |  4.10e-04
   2400 | -6.040680e-02 |  0.9009 |       0 |    12.2353 |  3.87e-04
   2425 | -6.033295e-02 |  0.9003 |       0 |    12.6964 |  3.65e-04
   2450 | -6.038475e-02 |  0.9018 |       0 |    12.5325 |  3.43e-04
   2475 | -6.048406e-02 |  0.8972 |       0 |    13.1816 |  3.22e-04
   2500 | -6.051730e-02 |  0.8968 |       0 |    13.5719 |  3.01e-04

  ======================================================================
  ✅ VESSEL (barrier_coef=100.0) COMPLETE
  Best loss: -6.051730e-02 (epoch 2500)
  Tip: 13.5878 mm (expected: 9.6567 mm)  Err: 40.71%
  n_inverted: final=0, max_during_training=0
  Training time: 101.2s (1.7min)
  ======================================================================

