╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 0.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: VESSEL (BARRIER ABLATION, k_E=0.0) | E=400000 Pa | ν=0.49
  Mesh: 25x8x8 | Device: cuda | Epochs: 2500
  Expected tip δ: 9.6567 mm | Scale: 9.66e-03
======================================================================
  Nodes: 2106 | Tets: 8000 | Edges: 30738
  Params: 161,731
  ⚡ F-bar enabled (ν≥0.45)

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
    900 | -5.916854e-02 |  0.9716 |       0 |     1.5623 |  7.89e-04
    925 | -5.922141e-02 |  0.9653 |       0 |     1.9175 |  7.49e-04
    950 | -5.927625e-02 |  0.9599 |       0 |     2.3154 |  7.07e-04
    975 | -5.933240e-02 |  0.9555 |       0 |     2.7613 |  6.63e-04
   1000 | -5.914570e-02 |  0.9534 |       0 |     2.8203 |  6.18e-04
   1025 | -5.937258e-02 |  0.9573 |       0 |     2.9133 |  5.72e-04
   1050 | -5.942243e-02 |  0.9546 |       0 |     3.3072 |  5.25e-04
   1075 | -5.947664e-02 |  0.9499 |       0 |     3.7147 |  4.78e-04
   1100 | -5.953381e-02 |  0.9482 |       0 |     4.1184 |  4.32e-04
   1125 | -5.958939e-02 |  0.9463 |       0 |     4.5233 |  3.87e-04
   1150 | -5.963419e-02 |  0.9442 |       0 |     4.9286 |  3.43e-04
   1175 | -5.968387e-02 |  0.9441 |       0 |     5.3250 |  3.01e-04
   1200 | -5.972689e-02 |  0.9412 |       0 |     5.6976 |  2.61e-04
   1225 | -5.976551e-02 |  0.9385 |       0 |     6.0449 |  2.24e-04
   1250 | -5.979934e-02 |  0.9366 |       0 |     6.3589 |  1.89e-04
   1275 | -5.982865e-02 |  0.9349 |       0 |     6.6379 |  1.58e-04
   1300 | -5.985384e-02 |  0.9334 |       0 |     6.8815 |  1.30e-04
   1325 | -5.987521e-02 |  0.9321 |       0 |     7.0900 |  1.06e-04
   1350 | -5.989321e-02 |  0.9311 |       0 |     7.2660 |  8.62e-05
   1375 | -5.990835e-02 |  0.9302 |       0 |     7.4140 |  7.05e-05
   1400 | -5.992125e-02 |  0.9295 |       0 |     7.5399 |  5.91e-05
   1425 | -5.993265e-02 |  0.9289 |       0 |     7.6508 |  5.23e-05
   1450 | -5.994337e-02 |  0.9283 |       0 |     7.7547 |  1.00e-03
   1475 | -5.756706e-02 |  0.9657 |       0 |    -0.0499 |  9.99e-04
   1500 | -5.886067e-02 |  0.9941 |       0 |     0.0956 |  9.98e-04
   1525 | -5.893004e-02 |  0.9943 |       0 |     0.2656 |  9.95e-04
   1550 | -5.894955e-02 |  0.9958 |       0 |     0.3669 |  9.91e-04
   1575 | -5.896785e-02 |  0.9936 |       0 |     0.4572 |  9.86e-04
   1600 | -5.898965e-02 |  0.9916 |       0 |     0.5740 |  9.80e-04
   1625 | -5.901783e-02 |  0.9890 |       0 |     0.7326 |  9.72e-04
   1650 | -5.905686e-02 |  0.9854 |       0 |     0.9557 |  9.64e-04
   1675 | -5.911430e-02 |  0.9798 |       0 |     1.2892 |  9.54e-04
   1700 | -5.906402e-02 |  0.9575 |       0 |     1.7989 |  9.44e-04
   1725 | -5.918596e-02 |  0.9769 |       0 |     1.8459 |  9.32e-04
   1750 | -5.924935e-02 |  0.9617 |       0 |     2.2434 |  9.20e-04
   1775 | -5.930681e-02 |  0.9596 |       0 |     2.6777 |  9.07e-04
   1800 | -5.928254e-02 |  0.9606 |       0 |     2.6096 |  8.92e-04
   1825 | -5.931667e-02 |  0.9631 |       0 |     2.6726 |  8.77e-04
   1850 | -5.937971e-02 |  0.9556 |       0 |     3.2120 |  8.61e-04
   1875 | -5.943817e-02 |  0.9504 |       0 |     3.7116 |  8.44e-04
   1900 | -5.925841e-02 |  0.9583 |       0 |     2.7838 |  8.26e-04
   1925 | -5.933816e-02 |  0.9663 |       0 |     2.7961 |  8.08e-04
   1950 | -5.941625e-02 |  0.9561 |       0 |     3.3745 |  7.89e-04
   1975 | -5.947142e-02 |  0.9521 |       0 |     3.8580 |  7.69e-04
   2000 | -5.952400e-02 |  0.9485 |       0 |     4.3640 |  7.49e-04
   2025 | -5.957734e-02 |  0.9419 |       0 |     4.8767 |  7.28e-04
   2050 | -5.934675e-02 |  0.9291 |       0 |     5.4004 |  7.07e-04
   2075 | -5.916544e-02 |  0.9758 |       0 |     3.1546 |  6.85e-04
   2100 | -5.945336e-02 |  0.9625 |       0 |     3.6334 |  6.63e-04
   2125 | -5.954685e-02 |  0.9475 |       0 |     4.2962 |  6.40e-04
   2150 | -5.960767e-02 |  0.9410 |       0 |     4.8258 |  6.18e-04
   2175 | -5.966376e-02 |  0.9349 |       0 |     5.3631 |  5.95e-04
   2200 | -5.971786e-02 |  0.9291 |       0 |     5.8943 |  5.72e-04
   2225 | -5.977058e-02 |  0.9251 |       0 |     6.4109 |  5.48e-04
   2250 | -5.982678e-02 |  0.9226 |       0 |     6.9219 |  5.25e-04
   2275 | -5.986823e-02 |  0.9203 |       0 |     7.4660 |  5.02e-04
   2300 | -5.970834e-02 |  0.9316 |       0 |     6.7642 |  4.78e-04
   2325 | -5.991019e-02 |  0.9214 |       0 |     7.4343 |  4.55e-04
   2350 | -5.996296e-02 |  0.9174 |       0 |     8.0753 |  4.32e-04
   2375 | -6.001071e-02 |  0.9154 |       0 |     8.5705 |  4.10e-04
   2400 | -6.005331e-02 |  0.9143 |       0 |     9.0447 |  3.87e-04
   2425 | -6.004510e-02 |  0.9186 |       0 |     8.9577 |  3.65e-04
   2450 | -6.007888e-02 |  0.9154 |       0 |     9.3603 |  3.43e-04
   2475 | -6.013202e-02 |  0.9122 |       0 |     9.8422 |  3.22e-04
   2500 | -6.016497e-02 |  0.9110 |       0 |    10.2050 |  3.01e-04

  ======================================================================
  ✅ VESSEL (barrier_coef=0.0) COMPLETE
  Best loss: -6.016497e-02 (epoch 2500)
  Tip: 10.2192 mm (expected: 9.6567 mm)  Err: 5.82%
  n_inverted: final=0, max_during_training=0
  Training time: 101.7s (1.7min)
  ======================================================================

